[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:13.904555       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] E0212 18:42:13.905010       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:34:06.644211       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.7338s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:34:09.923010       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0129s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:34:28.028051       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1167s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:34:32.229321       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3205s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:59:57.359398       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.4480s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:00:16.113058       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1925s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:19.917221       1 analysis_dao.go:375] analysis: Alias: zone1-0942943782, Keyspace: benchmark, Shard: -33, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 1, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:19.933594       1 log.go:135] Recovery for UnreachablePrimaryWithLaggingReplicas on benchmark/-33: Starting checkAndRecover
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:19.941497       1 log.go:140] Recovery for UnreachablePrimaryWithLaggingReplicas on benchmark/-33: executeCheckAndRecoverFunction: proceeding with UnreachablePrimaryWithLaggingReplicas detection on zone1-0942943782; isActionable?: false
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:19.953051       1 vtorc.go:198] Force discovered - <nil>, err - tablet alias is nil
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:00:19.957231       1 vtorc.go:204]  DiscoverInstance(<nil>) instance is nil in 0.001s (Backend: 0.001s, Instance: 0.000s), error=tablet alias is nil
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:00:19.967955       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0570s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:19.984892       1 locks.go:166] Locking shard benchmark/-33 for action VTOrc Recovery for UnreachablePrimaryWithLaggingReplicas on zone1-0942943782 with options: {lockType:1 ttl:0}
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:20.110219       1 log.go:140] Recovery for UnreachablePrimaryWithLaggingReplicas on benchmark/-33: executeCheckAndRecoverFunction: proceeding with recovery on zone1-0942943782; isRecoverable?: false
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:00:20.110286       1 log.go:150] Recovery for UnreachablePrimaryWithLaggingReplicas on benchmark/-33: No actions in checkAndRecoverGenericProblem
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] E0212 22:00:20.110295       1 log.go:170] Recovery for UnreachablePrimaryWithLaggingReplicas on benchmark/-33: Recovery not attempted: <nil>
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:00:20.110527       1 locks.go:218] Unlocking shard benchmark/-33 for successful action VTOrc Recovery for UnreachablePrimaryWithLaggingReplicas on zone1-0942943782
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:00:22.991750       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0772s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:02:35.605480       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.6884s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 22:02:39.912536       1 analysis_dao.go:375] analysis: Alias: zone1-0942943782, Keyspace: benchmark, Shard: -33, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:02:40.526748       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.6115s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:02:44.221548       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3101s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:03:06.034084       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1236s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:03:15.211526       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 3.3009s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:03:19.515914       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.5999s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:03:24.244649       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.3361s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 22:03:31.609151       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.6994s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 23:16:12.351672       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.4330s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 23:17:42.095720       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1861s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 23:29:36.163128       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.2512s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 23:34:30.952661       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0442s
