[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:13.446291       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:13.446880       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.489321       1 vtorc.go:198] Force discovered - &{Hostname:10.0.3.106 Port:3306 InstanceAlias:zone1-1954987028 TabletType:PRIMARY Cell:zone1 ServerID:1281074133 ServerUUID:94a8a97f-0842-11f1-8f82-52b42d9a0bb1 Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:false BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-1954987028-bin.000001:14726 SourceHost: SourcePort:0 SourceUUID: AncestryUUID:94a8a97f-0842-11f1-8f82-52b42d9a0bb1 ReplicaNetTimeout:0 HeartbeatInterval:0 ReplicationSQLThreadRuning:false ReplicationIOThreadRuning:false ReplicationSQLThreadState:-1 ReplicationIOThreadState:-1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:false ReadBinlogCoordinates::0 ExecBinlogCoordinates::0 IsDetached:false RelaylogCoordinates::0 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:0 Valid:false} SQLDelay:0 ExecutedGtidSet:94a8a97f-0842-11f1-8f82-52b42d9a0bb1:1-25 GtidPurged: GtidErrant: primaryExecutedGtidSet: ReplicationLagSeconds:{Int64:0 Valid:false} ReplicationDepth:0 IsCoPrimary:false HasReplicationCredentials:false SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:9.563753ms}, err - <nil>
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.490708       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/66-99: Analysis: ClusterHasNoPrimary on tablet zone1-1954987028 - No longer valid, some other agent must have fixed the problem.
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.490738       1 locks.go:218] Unlocking shard benchmark/66-99 for successful action VTOrc Recovery for ClusterHasNoPrimary on zone1-1954987028
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 19:20:17.490775       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 19:20:17.804200       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.3466s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 19:20:35.957307       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.4983s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 19:20:39.458213       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.9941s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 19:20:45.644973       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1875s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 19:20:55.675512       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2125s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:36:42.028107       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.5716s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:36:56.490509       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0307s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 20:37:06.455918       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:37:06.503030       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.0464s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:37:10.273961       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.8037s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:42:27.571016       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1135s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:42:30.831012       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3672s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:42:36.638199       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1738s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 20:45:27.468706       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:28.736885       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 3.2673s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:31.610608       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1442s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:37.581766       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1248s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:43.765241       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.2930s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:49.585986       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1215s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:45:55.813032       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3562s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:46:03.003820       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 3.5470s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:46:06.715237       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2589s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:46:12.645442       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1866s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 20:46:16.860608       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.3688s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:24:36.826104       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3566s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:24:43.132543       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.6371s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:24:48.583105       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1127s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:24:57.596139       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1393s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 21:25:01.455388       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:25:01.929193       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.4672s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:25:12.580807       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1192s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:25:15.837518       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3806s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:25:27.781349       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3170s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:30:57.874332       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.4166s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:31:11.971541       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.5145s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:31:24.559062       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0824s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 21:33:41.460646       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:33:41.985107       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.5237s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:33:45.335126       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.8549s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:33:48.692987       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2269s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:33:51.684146       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2299s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:33:57.880597       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.4220s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:05.396860       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.9404s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:09.144063       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.6712s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:17.520941       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0421s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:22.913994       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.4535s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:25.751716       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2866s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:34:31.998795       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.5213s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:53:42.511290       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0515s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:53:45.838273       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3591s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:53:51.114682       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.6428s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:53:58.796198       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3367s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:54:15.659353       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1994s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:59:42.613951       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1600s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:59:52.556583       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0940s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 21:59:55.663791       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2066s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:00:00.532142       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0677s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:00:03.576521       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1211s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:00:18.181240       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.7208s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:00:25.509687       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.0532s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 22:02:36.464398       1 analysis_dao.go:375] analysis: Alias: zone1-1954987028, Keyspace: benchmark, Shard: 66-99, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:02:36.693116       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.2357s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:02:42.585916       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1208s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:02:46.965876       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.5023s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:02:51.233976       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.7663s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:02:58.328577       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.8605s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:02.471930       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.0137s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:12.095665       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.6406s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:15.667042       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2031s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:18.695125       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2336s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:25.377924       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.9119s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 22:03:30.365164       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 2.8928s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 23:11:15.681145       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.2141s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 23:15:28.818837       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.3486s
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] W0212 23:16:34.586239       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1954987028, took 1.1283s
