[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] I0212 18:42:13.596786       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] E0212 18:42:13.597275       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:34:17.413761       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.8031s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:34:32.119082       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.5146s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:34:36.395823       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.7770s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:54:21.784364       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.1776s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:59:33.689608       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0819s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:59:39.731514       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.1231s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:59:42.616669       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0156s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:59:48.617617       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0157s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 21:59:54.946881       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.3323s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:00:06.828394       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.2254s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:00:23.803466       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.2038s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] I0212 22:02:36.606682       1 analysis_dao.go:375] analysis: Alias: zone1-0732481799, Keyspace: benchmark, Shard: 99-cc, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:02:37.304609       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 2.7007s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:02:41.062109       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.4462s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:02:48.052500       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.4483s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:02:52.492960       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.8888s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:03:01.160731       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.5521s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:03:08.420629       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.8168s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:03:22.906520       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.3016s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:03:25.971219       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.3628s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 22:03:29.397235       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.7981s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:08:45.628862       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0024s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:10:05.828404       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.2268s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:15:28.839651       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.2196s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:16:15.676138       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0764s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:16:56.640336       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.0333s
[pod/example-benchmark-99-cc-zone1-vtorc-cfdbb544-79dc978d8-sw6jv/vtorc] W0212 23:29:37.886988       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0732481799, took 1.2349s
